State,Year,Quarter,District,Registered_User,App_Opens,Region
Uttar Pradesh,2023,3,Ballia,738066,7953087,Central Region
Uttar Pradesh,2023,3,Shravasti,91235,40452088,Central Region
Uttar Pradesh,2023,3,Kasganj,244981,15067739,Central Region
Uttar Pradesh,2023,3,Varanasi,1857307,4214891,Central Region
Uttar Pradesh,2023,3,Gautam Buddha Nagar,3694806,16668820,Central Region
Uttar Pradesh,2023,3,Basti,496363,11832621,Central Region
Uttar Pradesh,2023,3,Shamli,287818,8294208,Central Region
Uttar Pradesh,2023,3,Maharajganj,508371,14982788,Central Region
Uttar Pradesh,2023,3,Etawah,384073,21738457,Central Region
Uttar Pradesh,2023,3,Etah,331030,17752236,Central Region
Uttar Pradesh,2023,3,Banda,238954,49913265,Central Region
Uttar Pradesh,2023,3,Bijnor,670470,27543499,Central Region
Uttar Pradesh,2023,3,Hardoi,493317,71355122,Central Region
Uttar Pradesh,2023,3,Balrampur,231860,57151840,Central Region
Uttar Pradesh,2023,3,Amroha,373450,18830677,Central Region
Uttar Pradesh,2023,3,Pilibhit,358885,30277452,Central Region
Uttar Pradesh,2023,3,Mainpuri,382932,20778458,Central Region
Uttar Pradesh,2023,3,Kanpur Dehat,290648,30887119,Central Region
Uttar Pradesh,2023,3,Jaunpur,1002702,11428558,Central Region
Uttar Pradesh,2023,3,Kaushambi,196493,15031195,Central Region
Uttar Pradesh,2023,3,Hapur,435527,5545765,Central Region
Uttar Pradesh,2023,3,Hamirpur,200383,30187253,Central Region
Uttar Pradesh,2023,3,Meerut,1272850,13507717,Central Region
Uttar Pradesh,2023,3,Mathura,957999,25561887,Central Region
Uttar Pradesh,2023,3,Chitrakoot,140080,41151195,Central Region
Uttar Pradesh,2023,3,Lalitpur,239148,61281743,Central Region
Uttar Pradesh,2023,3,Mau,449760,3317088,Central Region
Uttar Pradesh,2023,3,Mirzapur,480658,45265958,Central Region
Uttar Pradesh,2023,3,Bulandshahr,813951,20891385,Central Region
Uttar Pradesh,2023,3,Gonda,468005,46062519,Central Region
Uttar Pradesh,2023,3,Jhansi,701563,45473539,Central Region
Uttar Pradesh,2023,3,Chandauli,458678,14496902,Central Region
Uttar Pradesh,2023,3,Bhadohi,350181,646546,Central Region
Uttar Pradesh,2023,3,Pratapgarh,571815,16896025,Central Region
Uttar Pradesh,2023,3,Saharanpur,877350,34596514,Central Region
Uttar Pradesh,2023,3,Bara Banki,448406,49379062,Central Region
Uttar Pradesh,2023,3,Bareilly,1164885,40560364,Central Region
Uttar Pradesh,2023,3,Sitapur,616736,85053063,Central Region
Uttar Pradesh,2023,3,Sultanpur,464656,11061513,Central Region
Uttar Pradesh,2023,3,Agra,1696452,30375506,Central Region
Uttar Pradesh,2023,3,Fatehpur,350838,41807229,Central Region
Uttar Pradesh,2023,3,Rae Bareli,402616,27418321,Central Region
Uttar Pradesh,2023,3,Firozabad,636709,20423767,Central Region
Uttar Pradesh,2023,3,Kheri,692784,80242452,Central Region
Uttar Pradesh,2023,3,Gorakhpur,1370080,19174512,Central Region
Uttar Pradesh,2023,3,Unnao,450382,49079266,Central Region
Uttar Pradesh,2023,3,Prayagraj,2002831,37301199,Central Region
Uttar Pradesh,2023,3,Sonbhadra,417889,82461831,Central Region
Uttar Pradesh,2023,3,Ghazipur,793262,9935069,Central Region
Uttar Pradesh,2023,3,Farrukhabad,357214,16051216,Central Region
Uttar Pradesh,2023,3,Kannauj,308495,21237996,Central Region
Uttar Pradesh,2023,3,Azamgarh,891882,14447051,Central Region
Uttar Pradesh,2023,3,Ayodhya,569157,14839234,Central Region
Uttar Pradesh,2023,3,Deoria,757706,5418894,Central Region
Uttar Pradesh,2023,3,Ghaziabad,3015494,9394379,Central Region
Uttar Pradesh,2023,4,Amethi,395189,30895306,Central Region
Uttar Pradesh,2023,4,Siddharthnagar,401710,41494780,Central Region
Uttar Pradesh,2023,4,Auraiya,302994,23039825,Central Region
Uttar Pradesh,2023,4,Sambhal,325104,37522869,Central Region
Uttar Pradesh,2023,4,Kanpur Nagar,1960237,86675125,Central Region
Uttar Pradesh,2023,4,Aligarh,1072743,73607812,Central Region
Uttar Pradesh,2023,4,Mahoba,164319,12654601,Central Region
Uttar Pradesh,2023,4,Lucknow,3186571,148083456,Central Region
Uttar Pradesh,2023,4,Sant Kabeer Nagar,310417,25866431,Central Region
Uttar Pradesh,2023,4,Hathras,368002,29000539,Central Region
Uttar Pradesh,2023,4,Budaun,430560,48051313,Central Region
Uttar Pradesh,2023,4,Moradabad,727297,64163072,Central Region
Uttar Pradesh,2023,4,Kushinagar,823423,55135346,Central Region
Uttar Pradesh,2023,4,Baghpat,375341,21569638,Central Region
Uttar Pradesh,2023,4,Shahjahanpur,502913,48642099,Central Region
Uttar Pradesh,2023,4,Muzaffarnagar,700352,50494046,Central Region
Uttar Pradesh,2023,4,Ambedkar Nagar,488532,30536593,Central Region
Uttar Pradesh,2023,4,Bahraich,364487,57174806,Central Region
Uttar Pradesh,2023,4,Jalaun,366996,25657593,Central Region
Uttar Pradesh,2023,4,Rampur,391004,45904795,Central Region
Uttar Pradesh,2023,4,Ballia,767019,44942864,Central Region
Uttar Pradesh,2023,4,Shravasti,94916,15835254,Central Region
Uttar Pradesh,2023,4,Kasganj,254145,24997700,Central Region
Uttar Pradesh,2023,4,Varanasi,1924417,89738813,Central Region
Uttar Pradesh,2023,4,Gautam Buddha Nagar,3820774,200361329,Central Region
Uttar Pradesh,2023,4,Basti,516186,42857595,Central Region
Uttar Pradesh,2023,4,Shamli,298326,24690565,Central Region
Uttar Pradesh,2023,4,Maharajganj,529416,41868002,Central Region
Uttar Pradesh,2023,4,Etawah,398062,25410860,Central Region
Uttar Pradesh,2023,4,Etah,343522,30557664,Central Region
Uttar Pradesh,2023,4,Banda,248365,24132741,Central Region
Uttar Pradesh,2023,4,Bijnor,695660,55105282,Central Region
Uttar Pradesh,2023,4,Hardoi,512143,46558339,Central Region
Uttar Pradesh,2023,4,Balrampur,240792,35573816,Central Region
Uttar Pradesh,2023,4,Amroha,387699,35912059,Central Region
Uttar Pradesh,2023,4,Pilibhit,372820,32082692,Central Region
Uttar Pradesh,2023,4,Mainpuri,397265,29016860,Central Region
Uttar Pradesh,2023,4,Kanpur Dehat,302011,25363143,Central Region
Uttar Pradesh,2023,4,Jaunpur,1042297,62873795,Central Region
Uttar Pradesh,2023,4,Kaushambi,204407,23699966,Central Region
Uttar Pradesh,2023,4,Hapur,451187,29380863,Central Region
Uttar Pradesh,2023,4,Hamirpur,208559,17220089,Central Region
Uttar Pradesh,2023,4,Meerut,1317753,74055478,Central Region
Uttar Pradesh,2023,4,Mathura,993194,64929332,Central Region
Uttar Pradesh,2023,4,Chitrakoot,145422,15147151,Central Region
Uttar Pradesh,2023,4,Lalitpur,248358,20285176,Central Region
Uttar Pradesh,2023,4,Mau,467613,31848054,Central Region
Uttar Pradesh,2023,4,Mirzapur,499366,37629370,Central Region
Uttar Pradesh,2023,4,Bulandshahr,843853,61313934,Central Region
Uttar Pradesh,2023,4,Gonda,485877,49022792,Central Region
Uttar Pradesh,2023,4,Jhansi,726583,41322510,Central Region
Uttar Pradesh,2023,4,Chandauli,475799,33047043,Central Region
Uttar Pradesh,2023,4,Bhadohi,364298,20749344,Central Region
Uttar Pradesh,2023,4,Pratapgarh,594683,45683900,Central Region
Uttar Pradesh,2023,4,Saharanpur,908127,72631733,Central Region
Uttar Pradesh,2023,4,Bara Banki,465595,41284092,Central Region
Uttar Pradesh,2023,4,Bareilly,1207371,81182620,Central Region
Uttar Pradesh,2023,4,Sitapur,642311,51056687,Central Region
Uttar Pradesh,2023,4,Sultanpur,482871,32113223,Central Region
Uttar Pradesh,2023,4,Agra,1757237,110440684,Central Region
Uttar Pradesh,2023,4,Fatehpur,364381,37518708,Central Region
Uttar Pradesh,2023,4,Rae Bareli,417675,30585094,Central Region
Uttar Pradesh,2023,4,Firozabad,660775,43378710,Central Region
Uttar Pradesh,2023,4,Kheri,720682,61528647,Central Region
Uttar Pradesh,2023,4,Gorakhpur,1422116,83542232,Central Region
Uttar Pradesh,2023,4,Unnao,467584,40764529,Central Region
Uttar Pradesh,2023,4,Prayagraj,2077118,103452379,Central Region
Uttar Pradesh,2023,4,Sonbhadra,433764,32431995,Central Region
Uttar Pradesh,2023,4,Ghazipur,824058,52383983,Central Region
Uttar Pradesh,2023,4,Farrukhabad,370585,26257045,Central Region
Uttar Pradesh,2023,4,Kannauj,320592,24201664,Central Region
Uttar Pradesh,2023,4,Azamgarh,926613,61225133,Central Region
Uttar Pradesh,2023,4,Ayodhya,590944,35619574,Central Region
Uttar Pradesh,2023,4,Deoria,788077,46431943,Central Region
Uttar Pradesh,2023,4,Ghaziabad,3120359,143398849,Central Region
Uttarakhand,2023,1,Udham Singh Nagar,792853,14358663,Northern Region
Uttarakhand,2023,1,Haridwar,928785,17263483,Northern Region
Uttarakhand,2023,1,Almora,140885,16003317,Northern Region
Uttarakhand,2023,1,Pithoragarh,117070,15023589,Northern Region
Uttarakhand,2023,1,Rudraprayag,58721,6295493,Northern Region
Uttarakhand,2023,1,Pauri Garhwal,213655,23415690,Northern Region
Uttarakhand,2023,1,Bageshwar,55410,7332605,Northern Region
Uttarakhand,2023,1,Champawat,64508,7722774,Northern Region
Uttarakhand,2023,1,Nainital,425816,17152701,Northern Region
Uttarakhand,2023,1,Dehradun,1318049,17522945,Northern Region
Uttarakhand,2023,1,Chamoli,101718,12728941,Northern Region
Uttarakhand,2023,1,Uttarkashi,82107,11191622,Northern Region
Uttarakhand,2023,1,Tehri Garhwal,164792,15726870,Northern Region
Uttarakhand,2023,2,Udham Singh Nagar,825744,15713733,Northern Region
Uttarakhand,2023,2,Haridwar,965635,22816627,Northern Region
Uttarakhand,2023,2,Almora,147376,19821138,Northern Region
Uttarakhand,2023,2,Pithoragarh,122297,19706360,Northern Region
Uttarakhand,2023,2,Rudraprayag,61372,17737304,Northern Region
Uttarakhand,2023,2,Pauri Garhwal,222967,27183718,Northern Region
Uttarakhand,2023,2,Bageshwar,58030,9339297,Northern Region
Uttarakhand,2023,2,Champawat,67455,10612368,Northern Region
Uttarakhand,2023,2,Nainital,442626,21668943,Northern Region
Uttarakhand,2023,2,Dehradun,1367275,21310007,Northern Region
Uttarakhand,2023,2,Chamoli,106415,21521260,Northern Region
Uttarakhand,2023,2,Uttarkashi,85915,17921095,Northern Region
Uttarakhand,2023,2,Tehri Garhwal,172215,15452443,Northern Region
Uttarakhand,2023,3,Udham Singh Nagar,858970,19041457,Northern Region
Uttarakhand,2023,3,Haridwar,1003648,18036939,Northern Region
Uttarakhand,2023,3,Almora,153779,16875585,Northern Region
Uttarakhand,2023,3,Pithoragarh,127530,16504202,Northern Region
Uttarakhand,2023,3,Rudraprayag,63945,14470174,Northern Region
Uttarakhand,2023,3,Pauri Garhwal,232186,20843192,Northern Region
Uttarakhand,2023,3,Bageshwar,60503,8723376,Northern Region
Uttarakhand,2023,3,Champawat,70373,9062821,Northern Region
Uttarakhand,2023,3,Nainital,460046,19575822,Northern Region
Uttarakhand,2023,3,Dehradun,1419173,23285003,Northern Region
Uttarakhand,2023,3,Chamoli,110883,16157702,Northern Region
Uttarakhand,2023,3,Uttarkashi,89519,16770800,Northern Region
Uttarakhand,2023,3,Tehri Garhwal,179437,17993095,Northern Region
Uttarakhand,2023,4,Udham Singh Nagar,890334,57654722,Northern Region
Uttarakhand,2023,4,Haridwar,1039146,62230894,Northern Region
Uttarakhand,2023,4,Almora,159623,7922062,Northern Region
Uttarakhand,2023,4,Pithoragarh,132323,8513224,Northern Region
Uttarakhand,2023,4,Rudraprayag,66304,5208225,Northern Region
Uttarakhand,2023,4,Pauri Garhwal,240922,13932490,Northern Region
Uttarakhand,2023,4,Bageshwar,62927,3219008,Northern Region
Uttarakhand,2023,4,Champawat,73193,3178843,Northern Region
Uttarakhand,2023,4,Nainital,476343,28310893,Northern Region
Uttarakhand,2023,4,Dehradun,1466612,75995634,Northern Region
Uttarakhand,2023,4,Chamoli,115112,6898292,Northern Region
Uttarakhand,2023,4,Uttarkashi,92982,5715790,Northern Region
Uttarakhand,2023,4,Tehri Garhwal,186005,8690220,Northern Region
West Bengal,2023,1,South Twenty Four Parganas,1913867,20248010,Eastern Region
West Bengal,2023,1,Purba Bardhaman,1171416,14024827,Eastern Region
West Bengal,2023,1,Uttar Dinajpur,604337,18402983,Eastern Region
West Bengal,2023,1,Kalimpong,55972,7440098,Eastern Region
West Bengal,2023,1,Murshidabad,1868610,15071851,Eastern Region
West Bengal,2023,1,Paschim Medinipur,1274166,21510664,Eastern Region
West Bengal,2023,1,Dakshin Dinajpur,429466,7605293,Eastern Region
West Bengal,2023,1,Jalpaiguri,392646,18371583,Eastern Region
West Bengal,2023,1,Purulia,652528,25640046,Eastern Region
West Bengal,2023,1,North Twenty Four Parganas,3926974,17361233,Eastern Region
West Bengal,2023,1,Bankura,957561,22629162,Eastern Region
West Bengal,2023,1,Jhargram,184460,11363522,Eastern Region
West Bengal,2023,1,Howrah,1488195,3583925,Eastern Region
West Bengal,2023,1,Hooghly,1651210,7508082,Eastern Region
West Bengal,2023,1,Kolkata,2838411,7291282,Eastern Region
West Bengal,2023,1,Koch Bihar,564029,19175942,Eastern Region
West Bengal,2023,1,Alipurduar,272997,12835964,Eastern Region
West Bengal,2023,1,Paschim Bardhaman,1165703,9386585,Eastern Region
West Bengal,2023,1,Nadia,1423179,9249475,Eastern Region
West Bengal,2023,1,Birbhum,896009,14218972,Eastern Region
West Bengal,2023,1,Purba Medinipur,1409101,11139071,Eastern Region
West Bengal,2023,1,Maldah,1002068,15639770,Eastern Region
West Bengal,2023,1,Darjiling,589990,11404341,Eastern Region
West Bengal,2023,2,South Twenty Four Parganas,1993465,23728863,Eastern Region
West Bengal,2023,2,Purba Bardhaman,1221383,13040712,Eastern Region
West Bengal,2023,2,Uttar Dinajpur,632353,19925851,Eastern Region
West Bengal,2023,2,Kalimpong,58437,7999335,Eastern Region
West Bengal,2023,2,Murshidabad,1943677,18214280,Eastern Region
West Bengal,2023,2,Paschim Medinipur,1328693,21381948,Eastern Region
West Bengal,2023,2,Dakshin Dinajpur,449101,7969043,Eastern Region
West Bengal,2023,2,Jalpaiguri,410005,19190861,Eastern Region
West Bengal,2023,2,Purulia,682071,29850554,Eastern Region
West Bengal,2023,2,North Twenty Four Parganas,4079270,17505304,Eastern Region
West Bengal,2023,2,Bankura,999031,24286321,Eastern Region
West Bengal,2023,2,Jhargram,192645,14039419,Eastern Region
West Bengal,2023,2,Howrah,1546777,4225701,Eastern Region
West Bengal,2023,2,Hooghly,1717832,8270519,Eastern Region
West Bengal,2023,2,Kolkata,2941189,7022371,Eastern Region
West Bengal,2023,2,Koch Bihar,589504,22772722,Eastern Region
West Bengal,2023,2,Alipurduar,284829,14332908,Eastern Region
West Bengal,2023,2,Paschim Bardhaman,1211919,9906246,Eastern Region
West Bengal,2023,2,Nadia,1482400,9509833,Eastern Region
West Bengal,2023,2,Birbhum,934943,12789154,Eastern Region
West Bengal,2023,2,Purba Medinipur,1468608,12096564,Eastern Region
West Bengal,2023,2,Maldah,1046132,17662446,Eastern Region
West Bengal,2023,2,Darjiling,613398,15141713,Eastern Region
West Bengal,2023,3,South Twenty Four Parganas,2074469,36106296,Eastern Region
West Bengal,2023,3,Purba Bardhaman,1272153,13425281,Eastern Region
West Bengal,2023,3,Uttar Dinajpur,659711,30979165,Eastern Region
West Bengal,2023,3,Kalimpong,60803,12163745,Eastern Region
West Bengal,2023,3,Murshidabad,2023550,22637926,Eastern Region
West Bengal,2023,3,Paschim Medinipur,1384076,27253598,Eastern Region
West Bengal,2023,3,Dakshin Dinajpur,468842,11036806,Eastern Region
West Bengal,2023,3,Jalpaiguri,427529,27526284,Eastern Region
West Bengal,2023,3,Purulia,711605,40151644,Eastern Region
West Bengal,2023,3,North Twenty Four Parganas,4241525,15161063,Eastern Region
West Bengal,2023,3,Bankura,1040840,30550117,Eastern Region
West Bengal,2023,3,Jhargram,200795,15380154,Eastern Region
West Bengal,2023,3,Howrah,1608895,7720866,Eastern Region
West Bengal,2023,3,Hooghly,1787671,6860509,Eastern Region
West Bengal,2023,3,Kolkata,3053050,6895145,Eastern Region
West Bengal,2023,3,Koch Bihar,614856,35359585,Eastern Region
West Bengal,2023,3,Alipurduar,297043,20820021,Eastern Region
West Bengal,2023,3,Paschim Bardhaman,1260756,13439780,Eastern Region
West Bengal,2023,3,Nadia,1544294,12674328,Eastern Region
West Bengal,2023,3,Birbhum,974363,18961683,Eastern Region
West Bengal,2023,3,Purba Medinipur,1530289,18593769,Eastern Region
West Bengal,2023,3,Maldah,1091634,28020285,Eastern Region
West Bengal,2023,3,Darjiling,637665,21732323,Eastern Region
West Bengal,2023,4,South Twenty Four Parganas,2154289,111103321,Eastern Region
West Bengal,2023,4,Purba Bardhaman,1321422,60531604,Eastern Region
West Bengal,2023,4,Uttar Dinajpur,686351,59519903,Eastern Region
West Bengal,2023,4,Kalimpong,63057,4888327,Eastern Region
West Bengal,2023,4,Murshidabad,2100695,116976651,Eastern Region
West Bengal,2023,4,Paschim Medinipur,1437662,58861738,Eastern Region
West Bengal,2023,4,Dakshin Dinajpur,488888,21098761,Eastern Region
West Bengal,2023,4,Jalpaiguri,443804,30120250,Eastern Region
West Bengal,2023,4,Purulia,740950,41863889,Eastern Region
West Bengal,2023,4,North Twenty Four Parganas,4396190,179735656,Eastern Region
West Bengal,2023,4,Bankura,1082170,41621227,Eastern Region
West Bengal,2023,4,Jhargram,208933,10686793,Eastern Region
West Bengal,2023,4,Howrah,1669556,74185370,Eastern Region
West Bengal,2023,4,Hooghly,1855311,71031013,Eastern Region
West Bengal,2023,4,Kolkata,3159912,134474132,Eastern Region
West Bengal,2023,4,Koch Bihar,639234,46647731,Eastern Region
West Bengal,2023,4,Alipurduar,308491,22586494,Eastern Region
West Bengal,2023,4,Paschim Bardhaman,1307045,64640169,Eastern Region
West Bengal,2023,4,Nadia,1603527,67224546,Eastern Region
West Bengal,2023,4,Birbhum,1013025,52281841,Eastern Region
West Bengal,2023,4,Purba Medinipur,1589203,69991821,Eastern Region
West Bengal,2023,4,Maldah,1134600,88292475,Eastern Region
West Bengal,2023,4,Darjiling,660231,39079247,Eastern Region
