State,Year,Quarter,District,Registered_User,App_Opens,Region
Andaman and Nicobar Islands,2023,1,North and Middle Andaman,12941,3103047,Southern Region
Andaman and Nicobar Islands,2023,1,South Andaman,77052,5450795,Southern Region
Andaman and Nicobar Islands,2023,1,Nicobars,2491,2458822,Southern Region
Andaman and Nicobar Islands,2023,2,North and Middle Andaman,13600,3174229,Southern Region
Andaman and Nicobar Islands,2023,2,South Andaman,80112,6884657,Southern Region
Andaman and Nicobar Islands,2023,2,Nicobars,2617,4679790,Southern Region
Andaman and Nicobar Islands,2023,3,North and Middle Andaman,14216,7130284,Southern Region
Andaman and Nicobar Islands,2023,3,South Andaman,83305,5950899,Southern Region
Andaman and Nicobar Islands,2023,3,Nicobars,2734,7463896,Southern Region
Andaman and Nicobar Islands,2023,4,North and Middle Andaman,14813,1869462,Southern Region
Andaman and Nicobar Islands,2023,4,South Andaman,86348,7452861,Southern Region
Andaman and Nicobar Islands,2023,4,Nicobars,2817,523637,Southern Region
Andhra Pradesh,2023,1,East Godavari,2965296,98931582,Southern Region
Andhra Pradesh,2023,1,Srikakulam,1263204,48743038,Southern Region
Andhra Pradesh,2023,1,Visakhapatnam,3732544,107253885,Southern Region
Andhra Pradesh,2023,1,Prakasam,1719910,112502189,Southern Region
Andhra Pradesh,2023,1,Anantapur,2228505,177793392,Southern Region
Andhra Pradesh,2023,1,Kurnool,2114023,149581663,Southern Region
Andhra Pradesh,2023,1,Guntur,2900895,103514892,Southern Region
Andhra Pradesh,2023,1,Krishna,2941585,98727644,Southern Region
Andhra Pradesh,2023,1,Spsr Nellore,1740294,111993275,Southern Region
Andhra Pradesh,2023,1,Vizianagaram,1094782,55519223,Southern Region
Andhra Pradesh,2023,1,Ysr,1628595,109842928,Southern Region
Andhra Pradesh,2023,1,West Godavari,1980446,102965151,Southern Region
Andhra Pradesh,2023,1,Chittoor,2755784,164669558,Southern Region
Andhra Pradesh,2023,2,East Godavari,3082893,101375784,Southern Region
Andhra Pradesh,2023,2,Srikakulam,1317771,48040159,Southern Region
Andhra Pradesh,2023,2,Visakhapatnam,3877504,115516314,Southern Region
Andhra Pradesh,2023,2,Prakasam,1792637,104288559,Southern Region
Andhra Pradesh,2023,2,Anantapur,2323796,164437247,Southern Region
Andhra Pradesh,2023,2,Kurnool,2202517,142843895,Southern Region
Andhra Pradesh,2023,2,Guntur,3014655,97915941,Southern Region
Andhra Pradesh,2023,2,Krishna,3054956,99723659,Southern Region
Andhra Pradesh,2023,2,Spsr Nellore,1811781,113350865,Southern Region
Andhra Pradesh,2023,2,Vizianagaram,1141578,55405616,Southern Region
Andhra Pradesh,2023,2,Ysr,1694843,98586928,Southern Region
Andhra Pradesh,2023,2,West Godavari,2059880,116005083,Southern Region
Andhra Pradesh,2023,2,Chittoor,2865250,170462384,Southern Region
Andhra Pradesh,2023,3,East Godavari,3211557,83823834,Southern Region
Andhra Pradesh,2023,3,Srikakulam,1375950,44064462,Southern Region
Andhra Pradesh,2023,3,Visakhapatnam,4035323,116087299,Southern Region
Andhra Pradesh,2023,3,Prakasam,1868997,94303883,Southern Region
Andhra Pradesh,2023,3,Anantapur,2421293,152875757,Southern Region
Andhra Pradesh,2023,3,Kurnool,2295754,124493256,Southern Region
Andhra Pradesh,2023,3,Guntur,3137289,71855007,Southern Region
Andhra Pradesh,2023,3,Krishna,3177643,73280755,Southern Region
Andhra Pradesh,2023,3,Spsr Nellore,1887005,73583227,Southern Region
Andhra Pradesh,2023,3,Vizianagaram,1190571,41978556,Southern Region
Andhra Pradesh,2023,3,Ysr,1764648,78787151,Southern Region
Andhra Pradesh,2023,3,West Godavari,2146530,73274852,Southern Region
Andhra Pradesh,2023,3,Chittoor,2981337,129032458,Southern Region
Andhra Pradesh,2023,4,East Godavari,3329036,143550882,Southern Region
Andhra Pradesh,2023,4,Srikakulam,1430226,48122562,Southern Region
Andhra Pradesh,2023,4,Visakhapatnam,4180797,163404880,Southern Region
Andhra Pradesh,2023,4,Prakasam,1939979,69411660,Southern Region
Andhra Pradesh,2023,4,Anantapur,2512744,123617506,Southern Region
Andhra Pradesh,2023,4,Kurnool,2383042,86461750,Southern Region
Andhra Pradesh,2023,4,Guntur,3251121,132403935,Southern Region
Andhra Pradesh,2023,4,Krishna,3291814,121925706,Southern Region
Andhra Pradesh,2023,4,Spsr Nellore,1956706,78993397,Southern Region
Andhra Pradesh,2023,4,Vizianagaram,1236735,42889385,Southern Region
Andhra Pradesh,2023,4,Ysr,1829864,69721701,Southern Region
Andhra Pradesh,2023,4,West Godavari,2227243,86297777,Southern Region
Andhra Pradesh,2023,4,Chittoor,3089391,143201818,Southern Region
Arunachal Pradesh,2023,1,Lower Subansiri,13220,4665893,North-Eastern Region
Arunachal Pradesh,2023,1,Tirap,12127,3510306,North-Eastern Region
Arunachal Pradesh,2023,1,Papum Pare,136357,8066083,North-Eastern Region
Arunachal Pradesh,2023,1,Anjaw,4310,960705,North-Eastern Region
Arunachal Pradesh,2023,1,Lower Siang,5917,2503611,North-Eastern Region
Arunachal Pradesh,2023,1,Dibang Valley,789,332244,North-Eastern Region
Arunachal Pradesh,2023,1,West Kameng,33625,7118752,North-Eastern Region
Arunachal Pradesh,2023,1,Shi Yomi,631,409543,North-Eastern Region
Arunachal Pradesh,2023,1,East Kameng,6598,2956409,North-Eastern Region
Arunachal Pradesh,2023,1,Lohit,23429,5317984,North-Eastern Region
Arunachal Pradesh,2023,1,Lepa Rada,4938,1844736,North-Eastern Region
Arunachal Pradesh,2023,1,Lower Dibang Valley,13811,4586215,North-Eastern Region
Arunachal Pradesh,2023,1,Longding,6882,4261440,North-Eastern Region
Arunachal Pradesh,2023,1,West Siang,17590,2457555,North-Eastern Region
Arunachal Pradesh,2023,1,Kamle,1367,2987329,North-Eastern Region
Arunachal Pradesh,2023,1,Upper Siang,6196,3660864,North-Eastern Region
Arunachal Pradesh,2023,1,Kurung Kumey,2091,1499108,North-Eastern Region
Arunachal Pradesh,2023,1,Siang,4696,2962268,North-Eastern Region
Arunachal Pradesh,2023,1,Kra Daadi,2051,1694622,North-Eastern Region
Arunachal Pradesh,2023,1,Changlang,32646,10230395,North-Eastern Region
Arunachal Pradesh,2023,1,Pakke Kessang,1057,1625393,North-Eastern Region
Arunachal Pradesh,2023,1,East Siang,31416,5195905,North-Eastern Region
Arunachal Pradesh,2023,1,Upper Subansiri,10648,1991047,North-Eastern Region
Arunachal Pradesh,2023,1,Tawang,18817,4341255,North-Eastern Region
Arunachal Pradesh,2023,1,Namsai,17064,3817796,North-Eastern Region
Arunachal Pradesh,2023,2,Lower Subansiri,13816,5009447,North-Eastern Region
Arunachal Pradesh,2023,2,Tirap,12712,3111463,North-Eastern Region
Arunachal Pradesh,2023,2,Papum Pare,141879,8027014,North-Eastern Region
Arunachal Pradesh,2023,2,Anjaw,4513,1212448,North-Eastern Region
Arunachal Pradesh,2023,2,Lower Siang,6218,2625653,North-Eastern Region
Arunachal Pradesh,2023,2,Dibang Valley,829,690610,North-Eastern Region
Arunachal Pradesh,2023,2,West Kameng,35075,12694819,North-Eastern Region
Arunachal Pradesh,2023,2,Shi Yomi,667,554599,North-Eastern Region
Arunachal Pradesh,2023,2,East Kameng,6885,3189496,North-Eastern Region
Arunachal Pradesh,2023,2,Lohit,24522,5555603,North-Eastern Region
Arunachal Pradesh,2023,2,Lepa Rada,5175,2137902,North-Eastern Region
Arunachal Pradesh,2023,2,Lower Dibang Valley,14441,4403074,North-Eastern Region
Arunachal Pradesh,2023,2,Longding,7228,6889688,North-Eastern Region
Arunachal Pradesh,2023,2,West Siang,18396,5435236,North-Eastern Region
Arunachal Pradesh,2023,2,Kamle,1434,3536761,North-Eastern Region
Arunachal Pradesh,2023,2,Upper Siang,6473,4405218,North-Eastern Region
Arunachal Pradesh,2023,2,Kurung Kumey,2177,1008191,North-Eastern Region
Arunachal Pradesh,2023,2,Siang,4928,2397368,North-Eastern Region
Arunachal Pradesh,2023,2,Kra Daadi,2152,952771,North-Eastern Region
Arunachal Pradesh,2023,2,Changlang,34286,13774151,North-Eastern Region
Arunachal Pradesh,2023,2,Pakke Kessang,1107,1672388,North-Eastern Region
Arunachal Pradesh,2023,2,East Siang,32826,5234933,North-Eastern Region
Arunachal Pradesh,2023,2,Upper Subansiri,11120,1284729,North-Eastern Region
Arunachal Pradesh,2023,2,Tawang,19674,7183940,North-Eastern Region
Arunachal Pradesh,2023,2,Namsai,17877,3102018,North-Eastern Region
Arunachal Pradesh,2023,3,Lower Subansiri,14442,4197909,North-Eastern Region
Arunachal Pradesh,2023,3,Tirap,13297,1968279,North-Eastern Region
Arunachal Pradesh,2023,3,Papum Pare,147681,9581225,North-Eastern Region
Arunachal Pradesh,2023,3,Anjaw,4694,4592922,North-Eastern Region
Arunachal Pradesh,2023,3,Lower Siang,6527,3812115,North-Eastern Region
Arunachal Pradesh,2023,3,Dibang Valley,863,1097638,North-Eastern Region
Arunachal Pradesh,2023,3,West Kameng,36577,9824623,North-Eastern Region
Arunachal Pradesh,2023,3,Shi Yomi,688,1962286,North-Eastern Region
Arunachal Pradesh,2023,3,East Kameng,7180,2743968,North-Eastern Region
Arunachal Pradesh,2023,3,Lohit,25647,7051234,North-Eastern Region
Arunachal Pradesh,2023,3,Lepa Rada,5394,1875705,North-Eastern Region
Arunachal Pradesh,2023,3,Lower Dibang Valley,15073,5655652,North-Eastern Region
Arunachal Pradesh,2023,3,Longding,7572,4137235,North-Eastern Region
Arunachal Pradesh,2023,3,West Siang,19174,2630313,North-Eastern Region
Arunachal Pradesh,2023,3,Kamle,1488,2646890,North-Eastern Region
Arunachal Pradesh,2023,3,Upper Siang,6737,7316834,North-Eastern Region
Arunachal Pradesh,2023,3,Kurung Kumey,2274,2347673,North-Eastern Region
Arunachal Pradesh,2023,3,Siang,5142,3230543,North-Eastern Region
Arunachal Pradesh,2023,3,Kra Daadi,2238,735948,North-Eastern Region
Arunachal Pradesh,2023,3,Changlang,35843,10328531,North-Eastern Region
Arunachal Pradesh,2023,3,Pakke Kessang,1163,1172497,North-Eastern Region
Arunachal Pradesh,2023,3,East Siang,34293,5916556,North-Eastern Region
Arunachal Pradesh,2023,3,Upper Subansiri,11597,1232555,North-Eastern Region
Arunachal Pradesh,2023,3,Tawang,20501,11922695,North-Eastern Region
Arunachal Pradesh,2023,3,Namsai,18704,4254854,North-Eastern Region
Arunachal Pradesh,2023,4,Lower Subansiri,15092,1399977,North-Eastern Region
Arunachal Pradesh,2023,4,Tirap,13826,991936,North-Eastern Region
Arunachal Pradesh,2023,4,Papum Pare,153071,10790588,North-Eastern Region
Arunachal Pradesh,2023,4,Anjaw,4870,417091,North-Eastern Region
Arunachal Pradesh,2023,4,Lower Siang,6783,1191807,North-Eastern Region
Arunachal Pradesh,2023,4,Dibang Valley,905,264377,North-Eastern Region
Arunachal Pradesh,2023,4,West Kameng,37896,2218976,North-Eastern Region
Arunachal Pradesh,2023,4,Shi Yomi,713,76269,North-Eastern Region
Arunachal Pradesh,2023,4,East Kameng,7468,809394,North-Eastern Region
Arunachal Pradesh,2023,4,Lohit,26708,1741201,North-Eastern Region
Arunachal Pradesh,2023,4,Lepa Rada,5612,538761,North-Eastern Region
Arunachal Pradesh,2023,4,Lower Dibang Valley,15725,1713791,North-Eastern Region
Arunachal Pradesh,2023,4,Longding,7907,952682,North-Eastern Region
Arunachal Pradesh,2023,4,West Siang,19949,2445152,North-Eastern Region
Arunachal Pradesh,2023,4,Kamle,1569,244098,North-Eastern Region
Arunachal Pradesh,2023,4,Upper Siang,6986,779908,North-Eastern Region
Arunachal Pradesh,2023,4,Kurung Kumey,2369,371792,North-Eastern Region
Arunachal Pradesh,2023,4,Siang,5365,501863,North-Eastern Region
Arunachal Pradesh,2023,4,Kra Daadi,2335,204963,North-Eastern Region
Arunachal Pradesh,2023,4,Changlang,37357,2879640,North-Eastern Region
Arunachal Pradesh,2023,4,Pakke Kessang,1204,205215,North-Eastern Region
Arunachal Pradesh,2023,4,East Siang,35633,2887745,North-Eastern Region
Arunachal Pradesh,2023,4,Upper Subansiri,12074,956616,North-Eastern Region
Arunachal Pradesh,2023,4,Tawang,21219,2401036,North-Eastern Region
Arunachal Pradesh,2023,4,Namsai,19452,1888668,North-Eastern Region
Assam,2023,1,Tinsukia,219077,40115013,North-Eastern Region
Assam,2023,1,Lakhimpur,146560,30457042,North-Eastern Region
Assam,2023,1,Kamrup,242982,26113435,North-Eastern Region
Assam,2023,1,Kokrajhar,100303,19872351,North-Eastern Region
Assam,2023,1,Karbi Anglong,95739,19148924,North-Eastern Region
Assam,2023,1,Sivasagar,124732,10615221,North-Eastern Region
Assam,2023,1,Dibrugarh,256050,30073892,North-Eastern Region
Assam,2023,1,South Salmara Mancachar,47683,6127028,North-Eastern Region
Assam,2023,1,Nagaon,330283,20574666,North-Eastern Region
Assam,2023,1,Dhubri,170279,18132442,North-Eastern Region
Assam,2023,1,Golaghat,161948,26574993,North-Eastern Region
Assam,2023,1,Udalguri,95812,23871398,North-Eastern Region
Assam,2023,1,Majuli,22458,5992451,North-Eastern Region
Assam,2023,1,Sonitpur,258067,30546943,North-Eastern Region
Assam,2023,1,Hojai,105945,13898317,North-Eastern Region
Assam,2023,1,Marigaon,144934,10945875,North-Eastern Region
Assam,2023,1,Chirang,60134,19619538,North-Eastern Region
Assam,2023,1,Cachar,282643,19883444,North-Eastern Region
Assam,2023,1,Nalbari,111929,12159155,North-Eastern Region
Assam,2023,1,West Karbi Anglong,21265,6408483,North-Eastern Region
Assam,2023,1,Dhemaji,112754,19705203,North-Eastern Region
Assam,2023,1,Karimganj,148828,15817111,North-Eastern Region
Assam,2023,1,Bongaigaon,133489,13993373,North-Eastern Region
Assam,2023,1,Dima Hasao,39528,9959440,North-Eastern Region
Assam,2023,1,Baksa,124070,25692141,North-Eastern Region
Assam,2023,1,Charaideo,66846,14369720,North-Eastern Region
Assam,2023,1,Darrang,118372,18138646,North-Eastern Region
Assam,2023,1,Kamrup Metropolitan,938802,9200094,North-Eastern Region
Assam,2023,1,Hailakandi,95220,8693542,North-Eastern Region
Assam,2023,1,Barpeta,294210,20512705,North-Eastern Region
Assam,2023,1,Goalpara,152321,14570317,North-Eastern Region
Assam,2023,1,Biswanath,88588,15699577,North-Eastern Region
Assam,2023,1,Jorhat,187799,12693841,North-Eastern Region
Assam,2023,2,Tinsukia,228972,44603291,North-Eastern Region
Assam,2023,2,Lakhimpur,153714,33915476,North-Eastern Region
Assam,2023,2,Kamrup,254290,30922758,North-Eastern Region
Assam,2023,2,Kokrajhar,105192,21194562,North-Eastern Region
Assam,2023,2,Karbi Anglong,100241,18126872,North-Eastern Region
Assam,2023,2,Sivasagar,130487,12983443,North-Eastern Region
Assam,2023,2,Dibrugarh,267326,27003545,North-Eastern Region
Assam,2023,2,South Salmara Mancachar,50054,7390206,North-Eastern Region
Assam,2023,2,Nagaon,345756,23821016,North-Eastern Region
Assam,2023,2,Dhubri,178594,20746998,North-Eastern Region
Assam,2023,2,Golaghat,169790,31887534,North-Eastern Region
Assam,2023,2,Udalguri,100715,24946523,North-Eastern Region
Assam,2023,2,Majuli,23562,5911513,North-Eastern Region
Assam,2023,2,Sonitpur,269578,27748524,North-Eastern Region
Assam,2023,2,Hojai,110816,16385311,North-Eastern Region
Assam,2023,2,Marigaon,151771,14419082,North-Eastern Region
Assam,2023,2,Chirang,63080,20252008,North-Eastern Region
Assam,2023,2,Cachar,295315,22642668,North-Eastern Region
Assam,2023,2,Nalbari,117138,14827382,North-Eastern Region
Assam,2023,2,West Karbi Anglong,22322,8178211,North-Eastern Region
Assam,2023,2,Dhemaji,118120,18644431,North-Eastern Region
Assam,2023,2,Karimganj,155758,14770232,North-Eastern Region
Assam,2023,2,Bongaigaon,139630,15436337,North-Eastern Region
Assam,2023,2,Dima Hasao,41378,9768270,North-Eastern Region
Assam,2023,2,Baksa,130264,26633419,North-Eastern Region
Assam,2023,2,Charaideo,70025,19494149,North-Eastern Region
Assam,2023,2,Darrang,124149,23891152,North-Eastern Region
Assam,2023,2,Kamrup Metropolitan,975409,10291917,North-Eastern Region
Assam,2023,2,Hailakandi,99676,12253103,North-Eastern Region
Assam,2023,2,Barpeta,307888,24119497,North-Eastern Region
Assam,2023,2,Goalpara,159697,17263931,North-Eastern Region
Assam,2023,2,Biswanath,92859,19143829,North-Eastern Region
Assam,2023,2,Jorhat,196116,17452483,North-Eastern Region
Assam,2023,3,Tinsukia,239058,51022057,North-Eastern Region
Assam,2023,3,Lakhimpur,160471,45985004,North-Eastern Region
Assam,2023,3,Kamrup,265357,38346090,North-Eastern Region
Assam,2023,3,Kokrajhar,110080,35992196,North-Eastern Region
Assam,2023,3,Karbi Anglong,104784,34498189,North-Eastern Region
Assam,2023,3,Sivasagar,136241,13086792,North-Eastern Region
Assam,2023,3,Dibrugarh,278740,52247851,North-Eastern Region
Assam,2023,3,South Salmara Mancachar,52380,10212674,North-Eastern Region
Assam,2023,3,Nagaon,360999,37811403,North-Eastern Region
Assam,2023,3,Dhubri,186435,32844357,North-Eastern Region
Assam,2023,3,Golaghat,177250,41449634,North-Eastern Region
Assam,2023,3,Udalguri,105214,32082491,North-Eastern Region
Assam,2023,3,Majuli,24611,5257124,North-Eastern Region
Assam,2023,3,Sonitpur,281112,45875124,North-Eastern Region
Assam,2023,3,Hojai,115657,25287556,North-Eastern Region
Assam,2023,3,Marigaon,158451,24814112,North-Eastern Region
Assam,2023,3,Chirang,65998,30789237,North-Eastern Region
Assam,2023,3,Cachar,308182,23961554,North-Eastern Region
Assam,2023,3,Nalbari,122081,20513320,North-Eastern Region
Assam,2023,3,West Karbi Anglong,23398,13519596,North-Eastern Region
Assam,2023,3,Dhemaji,123363,28025817,North-Eastern Region
Assam,2023,3,Karimganj,162640,26785202,North-Eastern Region
Assam,2023,3,Bongaigaon,145804,21295658,North-Eastern Region
Assam,2023,3,Dima Hasao,43160,13892143,North-Eastern Region
Assam,2023,3,Baksa,136080,38631709,North-Eastern Region
Assam,2023,3,Charaideo,73222,23549167,North-Eastern Region
Assam,2023,3,Darrang,129710,41955515,North-Eastern Region
Assam,2023,3,Kamrup Metropolitan,1014178,12110048,North-Eastern Region
Assam,2023,3,Hailakandi,104063,17547081,North-Eastern Region
Assam,2023,3,Barpeta,321557,35656605,North-Eastern Region
Assam,2023,3,Goalpara,167049,35859977,North-Eastern Region
Assam,2023,3,Biswanath,96868,31732430,North-Eastern Region
Assam,2023,3,Jorhat,204393,20212200,North-Eastern Region
Assam,2023,4,Tinsukia,248429,17947350,North-Eastern Region
Assam,2023,4,Lakhimpur,167096,15794802,North-Eastern Region
Assam,2023,4,Kamrup,276067,25845292,North-Eastern Region
Assam,2023,4,Kokrajhar,114440,13750462,North-Eastern Region
Assam,2023,4,Karbi Anglong,108934,11762810,North-Eastern Region
Assam,2023,4,Sivasagar,141853,11632384,North-Eastern Region
Assam,2023,4,Dibrugarh,289409,19181994,North-Eastern Region
Assam,2023,4,South Salmara Mancachar,54609,13855399,North-Eastern Region
Assam,2023,4,Nagaon,375835,39881315,North-Eastern Region
Assam,2023,4,Dhubri,193881,26044285,North-Eastern Region
Assam,2023,4,Golaghat,184416,15461014,North-Eastern Region
Assam,2023,4,Udalguri,109420,12236271,North-Eastern Region
Assam,2023,4,Majuli,25684,1686462,North-Eastern Region
Assam,2023,4,Sonitpur,291996,27175802,North-Eastern Region
Assam,2023,4,Hojai,120199,11056902,North-Eastern Region
Assam,2023,4,Marigaon,165177,16104820,North-Eastern Region
Assam,2023,4,Chirang,68633,8450267,North-Eastern Region
Assam,2023,4,Cachar,320070,28050880,North-Eastern Region
Assam,2023,4,Nalbari,126977,11327199,North-Eastern Region
Assam,2023,4,West Karbi Anglong,24422,2733988,North-Eastern Region
Assam,2023,4,Dhemaji,128232,12131639,North-Eastern Region
Assam,2023,4,Karimganj,169249,15295556,North-Eastern Region
Assam,2023,4,Bongaigaon,151750,13164085,North-Eastern Region
Assam,2023,4,Dima Hasao,44886,3858547,North-Eastern Region
Assam,2023,4,Baksa,141506,13322763,North-Eastern Region
Assam,2023,4,Charaideo,76164,5375217,North-Eastern Region
Assam,2023,4,Darrang,135028,16894251,North-Eastern Region
Assam,2023,4,Kamrup Metropolitan,1050970,63033857,North-Eastern Region
Assam,2023,4,Hailakandi,108213,9827592,North-Eastern Region
Assam,2023,4,Barpeta,334209,31271792,North-Eastern Region
Assam,2023,4,Goalpara,173830,18770709,North-Eastern Region
Assam,2023,4,Biswanath,100861,10494512,North-Eastern Region
Assam,2023,4,Jorhat,212335,14621737,North-Eastern Region
Bihar,2023,1,Madhepura,345865,8279792,Eastern Region
Bihar,2023,1,Purnia,622840,18905690,Eastern Region
Bihar,2023,1,Nalanda,694505,9017774,Eastern Region
Bihar,2023,1,Buxar,324669,6811404,Eastern Region
Bihar,2023,1,Darbhanga,824935,10454188,Eastern Region
Bihar,2023,1,Nawada,405472,10553757,Eastern Region
Bihar,2023,1,Jamui,309995,27821638,Eastern Region
Bihar,2023,1,Sheikhpura,117596,3131992,Eastern Region
Bihar,2023,1,Siwan,730485,4846823,Eastern Region
Bihar,2023,1,Muzaffarpur,1186500,10142290,Eastern Region
Bihar,2023,1,Patna,2988174,16984542,Eastern Region
Bihar,2023,1,Jehanabad,223724,3888371,Eastern Region
Bihar,2023,1,Rohtas,664779,16294413,Eastern Region
Bihar,2023,1,Begusarai,608446,8882232,Eastern Region
Bihar,2023,1,Supaul,385797,15750177,Eastern Region
Bihar,2023,1,Sitamarhi,571721,9475785,Eastern Region
Bihar,2023,1,Saran,834739,8776794,Eastern Region
Bihar,2023,1,Arwal,125818,1371277,Eastern Region
Bihar,2023,1,Vaishali,758603,6119538,Eastern Region
Bihar,2023,1,Pashchim Champaran,858644,24726372,Eastern Region
Bihar,2023,1,Gopalganj,571551,8170762,Eastern Region
Bihar,2023,1,Lakhisarai,192835,4773174,Eastern Region
Bihar,2023,1,Aurangabad,499993,18001340,Eastern Region
Bihar,2023,1,Kaimur Bhabua,274984,11025721,Eastern Region
Bihar,2023,1,Araria,456566,19513544,Eastern Region
Bihar,2023,1,Munger,307956,6203321,Eastern Region
Bihar,2023,1,Katihar,542563,19687089,Eastern Region
Bihar,2023,1,Khagaria,296763,9404441,Eastern Region
Bihar,2023,1,Saharsa,372270,11827219,Eastern Region
Bihar,2023,1,Bhagalpur,752449,11640722,Eastern Region
Bihar,2023,1,Madhubani,828561,11724016,Eastern Region
Bihar,2023,1,Kishanganj,266604,14874504,Eastern Region
Bihar,2023,1,Gaya,946050,29725833,Eastern Region
Bihar,2023,1,Samastipur,832148,8955924,Eastern Region
Bihar,2023,1,Banka,284021,21381203,Eastern Region
Bihar,2023,1,Purbi Champaran,1133269,15646743,Eastern Region
Bihar,2023,1,Sheohar,97787,1837447,Eastern Region
Bihar,2023,1,Bhojpur,556334,9258708,Eastern Region
Bihar,2023,2,Madhepura,361483,7956546,Eastern Region
Bihar,2023,2,Purnia,650586,26215808,Eastern Region
Bihar,2023,2,Nalanda,724344,8769844,Eastern Region
Bihar,2023,2,Buxar,339236,7975751,Eastern Region
Bihar,2023,2,Darbhanga,860625,12632270,Eastern Region
Bihar,2023,2,Nawada,423566,13132140,Eastern Region
Bihar,2023,2,Jamui,324006,32808046,Eastern Region
Bihar,2023,2,Sheikhpura,122989,3997378,Eastern Region
Bihar,2023,2,Siwan,762520,5193486,Eastern Region
Bihar,2023,2,Muzaffarpur,1236642,14267911,Eastern Region
Bihar,2023,2,Patna,3102247,18060810,Eastern Region
Bihar,2023,2,Jehanabad,233685,5679493,Eastern Region
Bihar,2023,2,Rohtas,694080,19069646,Eastern Region
Bihar,2023,2,Begusarai,634247,9089576,Eastern Region
Bihar,2023,2,Supaul,402896,21148734,Eastern Region
Bihar,2023,2,Sitamarhi,597450,11508548,Eastern Region
Bihar,2023,2,Saran,871017,12928803,Eastern Region
Bihar,2023,2,Arwal,131472,1502269,Eastern Region
Bihar,2023,2,Vaishali,791100,10171929,Eastern Region
Bihar,2023,2,Pashchim Champaran,896967,24038594,Eastern Region
Bihar,2023,2,Gopalganj,596588,9282185,Eastern Region
Bihar,2023,2,Lakhisarai,201354,5056177,Eastern Region
Bihar,2023,2,Aurangabad,522505,19181429,Eastern Region
Bihar,2023,2,Kaimur Bhabua,287703,16864383,Eastern Region
Bihar,2023,2,Araria,477493,22351744,Eastern Region
Bihar,2023,2,Munger,320954,5840426,Eastern Region
Bihar,2023,2,Katihar,567110,26522822,Eastern Region
Bihar,2023,2,Khagaria,310090,12972164,Eastern Region
Bihar,2023,2,Saharsa,388615,14845735,Eastern Region
Bihar,2023,2,Bhagalpur,784397,11108299,Eastern Region
Bihar,2023,2,Madhubani,865373,16342906,Eastern Region
Bihar,2023,2,Kishanganj,278925,19780565,Eastern Region
Bihar,2023,2,Gaya,987115,36504635,Eastern Region
Bihar,2023,2,Samastipur,868715,10431415,Eastern Region
Bihar,2023,2,Banka,297231,27698919,Eastern Region
Bihar,2023,2,Purbi Champaran,1183746,21821304,Eastern Region
Bihar,2023,2,Sheohar,102264,2126419,Eastern Region
Bihar,2023,2,Bhojpur,580635,11192277,Eastern Region
Bihar,2023,3,Madhepura,376610,10027612,Eastern Region
Bihar,2023,3,Purnia,678087,27877047,Eastern Region
Bihar,2023,3,Nalanda,754513,10582818,Eastern Region
Bihar,2023,3,Buxar,353732,9958553,Eastern Region
Bihar,2023,3,Darbhanga,896190,13058293,Eastern Region
Bihar,2023,3,Nawada,441557,13998532,Eastern Region
Bihar,2023,3,Jamui,337720,29968335,Eastern Region
Bihar,2023,3,Sheikhpura,128000,3118531,Eastern Region
Bihar,2023,3,Siwan,794588,3958692,Eastern Region
Bihar,2023,3,Muzaffarpur,1287940,18371047,Eastern Region
Bihar,2023,3,Patna,3224750,17000549,Eastern Region
Bihar,2023,3,Jehanabad,243611,6160091,Eastern Region
Bihar,2023,3,Rohtas,723656,18235306,Eastern Region
Bihar,2023,3,Begusarai,660742,12033800,Eastern Region
Bihar,2023,3,Supaul,419755,27133890,Eastern Region
Bihar,2023,3,Sitamarhi,622748,14045065,Eastern Region
Bihar,2023,3,Saran,908065,10536375,Eastern Region
Bihar,2023,3,Arwal,137028,1612831,Eastern Region
Bihar,2023,3,Vaishali,824848,7455086,Eastern Region
Bihar,2023,3,Pashchim Champaran,934834,38626335,Eastern Region
Bihar,2023,3,Gopalganj,621721,4122494,Eastern Region
Bihar,2023,3,Lakhisarai,209648,8249806,Eastern Region
Bihar,2023,3,Aurangabad,545012,22782318,Eastern Region
Bihar,2023,3,Kaimur Bhabua,299956,17189537,Eastern Region
Bihar,2023,3,Araria,497544,29488364,Eastern Region
Bihar,2023,3,Munger,334314,10033994,Eastern Region
Bihar,2023,3,Katihar,591341,41535021,Eastern Region
Bihar,2023,3,Khagaria,323599,17848204,Eastern Region
Bihar,2023,3,Saharsa,404700,14190090,Eastern Region
Bihar,2023,3,Bhagalpur,817210,15397798,Eastern Region
Bihar,2023,3,Madhubani,901607,14185590,Eastern Region
Bihar,2023,3,Kishanganj,290756,18502917,Eastern Region
Bihar,2023,3,Gaya,1028527,39984441,Eastern Region
Bihar,2023,3,Samastipur,905652,8604851,Eastern Region
Bihar,2023,3,Banka,309910,36154059,Eastern Region
Bihar,2023,3,Purbi Champaran,1234014,18031904,Eastern Region
Bihar,2023,3,Sheohar,106622,3441114,Eastern Region
Bihar,2023,3,Bhojpur,605403,10422101,Eastern Region
Bihar,2023,4,Madhepura,390773,32913126,Eastern Region
Bihar,2023,4,Purnia,703169,61336404,Eastern Region
Bihar,2023,4,Nalanda,782313,40429533,Eastern Region
Bihar,2023,4,Buxar,366918,25803470,Eastern Region
Bihar,2023,4,Darbhanga,929423,71981487,Eastern Region
